booking_reference,booked_at,route_id,status,departure_date,departure_time,passengers,cancellation_reason,decline_reason,payment_type,operator_id,operator_name,total_price,paid_cost,distinct_route,line_id,is_refundable,is_supplier_api,online_cancel_timestamp,approved_timestamp,decline_timestamp
BW1189602,2023-06-30,hvar-to-split,canceled,2023-07-09,10:15:00,1,online cancel - My plans changed,,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),27.44,0,hvar-to-split,5b79711379c7ae6ba508ffc0,TRUE,TRUE,2023-06-30 09:25:56.089000 UTC,2023-06-30 09:14:21.425000 UTC,
BW1190892,2023-06-30,hvar-to-split,canceled,2023-07-01,13:15:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,digital wallet,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),27.85,20.76,hvar-to-split,5b79711379c7ae6ba508ffc0,TRUE,TRUE,2023-06-30 19:17:30.214000 UTC,2023-06-30 19:16:56.435000 UTC,
BW1190195,2023-06-30,split-to-hvar,canceled,2023-07-27,17:30:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),27.85,0,hvar-to-split,5b79711379c7ae6ba508ffc0,TRUE,TRUE,2023-06-30 13:31:10.734000 UTC,2023-06-30 13:28:32.574000 UTC,
BW1188588,2023-06-30,split-to-hvar,canceled,2023-07-03,11:45:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),53.14,0,hvar-to-split,5b79711379c7ae6ba508ffc0,TRUE,TRUE,2023-06-29 21:06:59.813000 UTC,2023-06-29 21:06:07.724000 UTC,
BW1189412,2023-06-30,split-to-hvar,canceled,2023-07-01,11:45:00,3,"online cancel - Booking error (wrong date, departure time, etc.)",,paypal,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),81.75,0,hvar-to-split,5b79711379c7ae6ba508ffc0,TRUE,TRUE,2023-06-30 07:50:07.886000 UTC,2023-06-30 07:41:39.382000 UTC,
BW1190420,2023-06-30,korcula-to-dubrovnik,canceled,2023-07-04,10:00:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),66.79,47.5,dubrovnik-to-korcula,5b3cb1237314170001ce1d7a,TRUE,TRUE,2023-07-03 08:09:57.213000 UTC,2023-06-30 15:05:35.326000 UTC,
BW1189379,2023-06-30,korcula-to-dubrovnik,canceled,2023-07-02,10:00:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),66.78,0,dubrovnik-to-korcula,5b3cb1237314170001ce1d7a,TRUE,TRUE,2023-06-30 07:31:47.524000 UTC,2023-06-30 07:24:04.842000 UTC,
BW1190036,2023-06-30,hvar-to-dubrovnik,canceled,2023-07-02,8:40:00,3,online cancel - My plans changed,,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),177.05,0,dubrovnik-to-hvar,5b61dccd815c397f262d1c3b,TRUE,TRUE,2023-06-30 17:37:16.967000 UTC,2023-06-30 12:33:13.088000 UTC,
BW1188672,2023-06-30,korcula-to-hvar,canceled,2023-07-05,13:00:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),53.97,0,hvar-to-korcula,5d2b3b213a4068632474fe9f,TRUE,TRUE,2023-06-29 22:17:24.622000 UTC,2023-06-29 22:15:18.796000 UTC,
BW1189515,2023-06-30,zadar-to-mali-losinj-losinj-island,canceled,2023-07-03,16:00:00,9,online cancel - My plans changed,,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),154.4,0,mali-losinj-losinj-island-to-zadar,60fd2186dbb74920c1de9958,TRUE,TRUE,2023-07-02 08:57:10.786000 UTC,2023-06-30 08:40:24.473000 UTC,
BW1189160,2023-06-30,guayaquil-to-quito,canceled,2023-07-02,21:00:00,1,,departure_cancelled,credit card,61c9ad54afcc782467f4ee15,Flota Imbabura,17.71,0,guayaquil-to-quito,61c9b766d0382816649e71b5,FALSE,FALSE,,,2023-06-30 19:03:16.233000 UTC
BW1189617,2023-06-30,kutaisi-to-tbilisi,canceled,2023-07-21,5:00:00,1,,fully_booked,credit card,643409d2495fa3c376b62e62,Group Transfers Georgia,22.51,0,kutaisi-to-tbilisi,64340c379bc1ed87a9449569,FALSE,FALSE,,,2023-07-10 10:19:04.641000 UTC
BW1190682,2023-06-30,essaouira-to-marrakesh,canceled,2023-07-09,17:00:00,2,online cancel - My plans changed,,credit card,61e68adc8eb9d375acd24f97,CTM Bus,29.08,18,essaouira-to-marrakesh,62badede7d3987555f691ebc,FALSE,FALSE,2023-07-06 11:30:21.894000 UTC,2023-06-30 17:27:41.153000 UTC,
BW1190374,2023-06-30,marrakesh-to-essaouira,canceled,2023-07-02,10:45:00,1,online cancel - I found a cheaper trip elsewhere,,credit card,61e69c938eb9d349aad24f9a,Supratours,30.68,0,essaouira-to-marrakesh,61e69e4b310ef078d71c9cd9,FALSE,FALSE,2023-06-30 21:04:33.525000 UTC,,
BW1188730,2023-06-30,rabat-to-chefchaouen,canceled,2023-06-30,8:00:00,3,online cancel -,,credit card,62c8782fa65c53d13b869187,Ride Transfer,261.88,0,chefchaouen-to-rabat,6470d6203f79824c822746db,FALSE,FALSE,2023-06-29 23:14:32.429000 UTC,,
BW1189022,2023-06-30,fes-1-to-chefchaouen,canceled,2023-09-15,10:00:00,3,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,62a78e89f4fbdc6e5df6738c,Badrane Tours,209.8,0,chefchaouen-to-fes-1,62a7a7bf7b85af1ed30fd4b0,FALSE,FALSE,2023-06-30 03:21:26.784000 UTC,,
BW1188660,2023-06-30,ho-chi-minh-city-saigon-to-phnom-penh,canceled,2023-07-13,5:00:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,63b431b565795e5e2b98851c,Hoang Gia,28.63,0,ho-chi-minh-city-saigon-to-phnom-penh,63b432ff79d95946b51d6ffa,TRUE,TRUE,2023-06-29 22:00:09.013000 UTC,2023-06-29 21:58:47.495000 UTC,
BW1189413,2023-06-30,phnom-penh-to-ho-chi-minh-city-saigon,canceled,2023-07-27,5:00:00,1,online cancel - My plans changed,,paypal,63b431b565795e5e2b98851c,Hoang Gia,30.61,0,ho-chi-minh-city-saigon-to-phnom-penh,63b432ff79d95946b51d6ffa,TRUE,TRUE,2023-06-30 13:13:53.657000 UTC,2023-06-30 07:40:48.140000 UTC,
BW1190945,2023-06-30,hanoi-to-sapa,canceled,2023-07-05,7:00:00,3,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5d5a9490869e11000158063b,Sao Viet,56.18,0,hanoi-to-sapa,5d5a9e28e3e2fae93af61c42,TRUE,FALSE,2023-07-01 21:48:58.095000 UTC,2023-07-01 01:26:00.863000 UTC,
BW1190527,2023-06-30,ho-chi-minh-city-saigon-to-nha-trang,canceled,2023-07-01,23:00:00,1,,fully_booked,credit card,5d381cde2eb77d00012cc637,Futa Bus,17.21,0,ho-chi-minh-city-saigon-to-nha-trang,626924c57b2ebad7542e6e4b,TRUE,FALSE,,,2023-07-01 02:54:19.565000 UTC
BW1190417,2023-06-30,hanoi-to-ninh-binh,canceled,2023-07-08,10:00:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5a69cc832241b10005c277c1,The Long Travel,8.65,0.01,hanoi-to-ninh-binh,5d89ba14bf7f4c9f18859e92,TRUE,FALSE,2023-07-01 07:59:43.781000 UTC,2023-07-01 01:27:34.349000 UTC,
BW1190147,2023-06-30,da-lat-to-quy-nhon,canceled,2023-07-01,13:15:00,2,,fully_booked,credit card,5be192a9d1840b000197892e,Catthienhai Travel,50.76,0,da-lat-to-quy-nhon,5eef2618915f6b1f11ca7ef3,FALSE,FALSE,,,2023-07-01 01:49:50.813000 UTC
BW1190775,2023-06-30,hanoi-to-sapa,canceled,2023-07-01,22:00:00,3,online cancel - My plans changed,,credit card,5bc30df615bec200018b8aba,Sapaly Express Train,93.79,0,hanoi-to-sapa,5bc31941c78741a92b0d3ee0,TRUE,FALSE,2023-06-30 18:47:39.540000 UTC,,
BW1190431,2023-06-30,hanoi-to-sapa,canceled,2023-07-06,22:01:00,2,,fully_booked,credit card,5b02fe00b30fdb0001f3c694,Et-Pumpkin,52.88,0,hanoi-to-sapa,5b031b3cc34f4400018db495,TRUE,FALSE,,,2023-07-03 02:23:23.613000 UTC
BW1189943,2023-06-30,hanoi-to-da-nang,approved,2023-07-31,19:50:00,4,,rate_difference,credit card,5d3473348d9ddd0001290814,Lotus Train,297.98,242.04,da-nang-to-hanoi,5d35d8896c0b9b85398fa1f1,TRUE,FALSE,,2023-07-01 15:43:58.171000 UTC,2023-06-30 15:22:55.982000 UTC
BW1189437,2023-06-30,hue-to-hanoi,canceled,2023-07-01,16:31:00,4,,fully_booked,paypal,5afbf215b30fdb0001f3c669,New Livitrans,284.62,0,hanoi-to-hue,5afc14e6676d15000105fc80,TRUE,FALSE,,,2023-06-30 08:45:12.958000 UTC
BW1191023,2023-06-30,bucaramanga-to-bogota,canceled,2023-07-01,20:50:00,3,"online cancel - Nunca fue aprobada la reserva, no me confirmaron numero de bus ni los puestos",,credit card,5cab0beb10b9540001baca44,Concorde,58.27,-0.28,bogota-to-bucaramanga,6151998a7af481c1410120a1,TRUE,FALSE,2023-07-01 12:52:30.115000 UTC,,
BW1190858,2023-06-30,medellin-to-jardin,canceled,2023-07-23,13:00:00,2,online cancel - My plans changed,,credit card,5cceae68a19b80000184986b,Rapido Ochoa,25.91,0.07,jardin-to-medellin,5ccee4fca961cb451f400b45,TRUE,FALSE,2023-07-17 23:30:06.848000 UTC,2023-06-30 19:30:38.581000 UTC,
BW1190904,2023-06-30,jardin-to-medellin,canceled,2023-07-27,10:30:00,2,online cancel - My plans changed,,credit card,5cceae68a19b80000184986b,Rapido Ochoa,25.56,-0.57,jardin-to-medellin,5ccee4fca961cb451f400b45,TRUE,FALSE,2023-07-26 15:09:35.816000 UTC,2023-06-30 20:00:35.683000 UTC,
BW1189083,2023-06-30,bogota-to-medellin,canceled,2023-06-30,21:00:00,1,,departure_does_not_exists,credit card,5cceae68a19b80000184986b,Rapido Ochoa,31.26,0,bogota-to-medellin,5ccec6fac3622529f8114e80,TRUE,FALSE,,,2023-06-30 12:35:48.278000 UTC
BW1190916,2023-06-30,bogota-to-medellin,canceled,2023-07-01,7:40:00,1,,departure_does_not_exists,paypal,5cceae68a19b80000184986b,Rapido Ochoa,32.59,0,bogota-to-medellin,5ccec6fac3622529f8114e80,TRUE,FALSE,,,2023-06-30 19:45:54.142000 UTC
BW1190433,2023-06-30,salento-1-to-medellin,canceled,2023-07-21,9:30:00,2,online cancel - My plans changed,,credit card,5f8fd697c7cb3a0001aa027f,Flota Occidental,38.96,30.68,medellin-to-salento-1,63837a32e6a31c55ebabb37d,TRUE,FALSE,2023-07-18 22:38:46.760000 UTC,2023-06-30 17:52:59.373000 UTC,
BW1190394,2023-06-30,moshi-to-dar-es-salaam,canceled,2023-07-01,7:00:00,1,online cancel -,,paypal,5fe31112d9d5a90001f109ea,Extra Luxury Coach,28.9,0,dar-es-salaam-to-moshi,642a817388600df730de2125,FALSE,FALSE,2023-06-30 16:51:13.779000 UTC,,
BW1190537,2023-06-30,bangkok-to-siem-reap,canceled,2023-08-16,8:00:00,1,online cancel - My plans changed,,credit card,5b34dc5cdf3f6d0001d6b610,Travel Mart,37.37,-1.24,bangkok-to-siem-reap,5bbe0d129aaa20d5ea202e22,TRUE,FALSE,2023-07-30 02:57:59.477000 UTC,2023-06-30 16:03:00.048000 UTC,
BW1189306,2023-06-30,koh-phangan-to-koh-samui,canceled,2023-07-10,12:30:00,2,online cancel - My plans changed,,credit card,5aeefbe15a2adc00017abed6,Lomprayah,26.92,15.42,koh-phangan-to-koh-samui,5af1b7614120a90001e5f135,FALSE,FALSE,2023-07-07 11:46:30.885000 UTC,2023-06-30 06:26:07.064000 UTC,
BW1189180,2023-06-30,hua-hin-to-koh-samui,canceled,2023-07-03,23:00:00,3,,other,credit card,5ab87f64a9fc2a0001d3f1c8,Thai Sriram,69.42,0,hua-hin-to-koh-samui,5af808f265a93b000108beea,TRUE,FALSE,,,2023-06-30 09:29:01.290000 UTC
BW1189112,2023-06-30,ao-nang-to-koh-phangan,canceled,2023-08-02,9:00:00,2,online cancel - My plans changed,,credit card,5b437826df3f6d0001d6b690,Raja Ferry,63.08,0,ao-nang-to-koh-phangan,629edb5f4619db7fa2682b72,TRUE,FALSE,2023-06-30 05:15:10.591000 UTC,,
BW1189858,2023-06-30,koh-phi-phi-to-phuket,canceled,2023-07-01,9:00:00,2,,pickup_location_not_supported,paypal,5b165490b30fdb0001f3c707,Phi Phi Cruiser,55.7,0,koh-phi-phi-to-phuket,61c32dff3692164e6e696615,TRUE,FALSE,,,2023-06-30 11:35:24.216000 UTC
BW1189161,2023-06-30,phuket-to-koh-phangan,canceled,2023-07-02,8:00:00,2,online cancel -,,paypal,5ac954add494be00013a5a5a,Phantip Travel,47.78,0,koh-phangan-to-phuket,5acdd76c0615ac0001ff23d2,FALSE,FALSE,2023-06-30 04:52:32.102000 UTC,,
BW1189360,2023-06-30,koh-phi-phi-to-khao-sok,canceled,2023-07-01,9:00:00,1,,other,credit card,5ac954add494be00013a5a5a,Phantip Travel,24.78,0,khao-sok-to-koh-phi-phi,5c3c9df209aca671ea96df5c,FALSE,FALSE,,,2023-06-30 07:26:36.660000 UTC
BW1189335,2023-06-30,phuket-to-koh-yao-noi,approved,2023-07-04,9:30:00,2,,pickup_location_not_supported,credit card,5dc00d359896c70001a7f902,Koh Yao Sun Smile,61.08,44.66,koh-yao-noi-to-phuket,625d1607155b3fadf4e42e95,TRUE,FALSE,,2023-07-01 02:32:41.911000 UTC,2023-06-30 07:05:50.512000 UTC
BW1190323,2023-06-30,ao-nang-to-khao-sok,canceled,2023-07-06,15:00:00,1,,schedule_is_not_open_yet,digital wallet,5dc7bafb9896c70001a96822,Krabi Airport Shuttle,18.1,0,ao-nang-to-khao-sok,5e78c6610c64c0d46f14465f,TRUE,FALSE,,,2023-07-01 10:40:47.788000 UTC
BW1190228,2023-06-30,koh-samui-to-koh-phangan,canceled,2023-08-17,8:00:00,2,online cancel - My plans changed,,digital wallet,5ab45a22d494be00013a59f1,Seatran Discovery,33.24,-0.34,koh-phangan-to-koh-samui,5ad38fe7783b3d0001553114,TRUE,FALSE,2023-07-03 06:31:33.484000 UTC,2023-06-30 13:47:38.612000 UTC,
BW1188992,2023-06-30,phuket-to-krabi,canceled,2023-07-01,15:00:00,2,online cancel - My plans changed,,credit card,5c98815f10b9540001b7dac3,Green Planet Speed Boat,60.41,0,krabi-to-phuket,6479e28fee1deb4e5650324c,TRUE,FALSE,2023-06-30 03:06:07.676000 UTC,2023-06-30 02:53:23.316000 UTC,
BW1190880,2023-06-30,langkawi-island-to-koh-lipe,canceled,2024-01-26,14:31:00,4,online cancel - I found a cheaper trip elsewhere,,credit card,5b1e8f1adf3f6d0001d6b56c,Satun Pakbara Speed Boat,168.04,-1.27,koh-lipe-to-langkawi-island,5b703d7f0e30eaee5f059161,TRUE,FALSE,2023-07-01 07:29:30.409000 UTC,2023-06-30 20:28:42.580000 UTC,
BW1188849,2023-06-30,panajachel-lake-atitlan-to-antigua,canceled,2023-06-30,16:00:00,2,,pickup_location_not_supported,digital wallet,63187250ee373a1531d2f7e7,Magic Travel,30.22,0,antigua-to-panajachel-lake-atitlan,631875e18930bf75e0239161,TRUE,TRUE,,,2023-06-30 11:52:31.991000 UTC
BW1191152,2023-06-30,lake-atitlan-to-guatemala-city,approved,2023-07-03,4:00:00,2,,other,credit card,611a60e259e6900001f3bdd4,Authentic Guatemala,145.9,170,guatemala-city-to-lake-atitlan,611a6843d2ddd2722c19474a,TRUE,FALSE,,2023-07-01 14:49:32.367000 UTC,2023-07-01 00:33:17.390000 UTC
BW1189852,2023-06-30,yogyakarta-java-to-malang-east-java,canceled,2023-07-02,18:00:00,2,,fully_booked,paypal,5dd262119896c70001abb067,Malang Indah Transindo,42.74,0,malang-east-java-to-yogyakarta-java,5dd286e36420e5a7a38b5ba2,FALSE,FALSE,,,2023-07-01 02:09:59.189000 UTC
BW1189005,2023-06-30,sanur-bali-to-nusa-lembongan,canceled,2023-07-02,10:00:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,6053251ac44a030001c8e9cc,The Tanis Lembongan Express,21.89,7.33,nusa-lembongan-to-sanur-bali,6053274db4c76aff14e7aed8,TRUE,FALSE,2023-06-30 02:59:26.713000 UTC,2023-06-30 02:57:45.602000 UTC,
BW1190316,2023-06-30,nusa-penida-penida-island-to-sanur-bali,canceled,2023-07-02,13:00:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,61dc5635458fbf06bb718a95,Angel Billabong Fast Cruise,17.92,9.77,nusa-penida-penida-island-to-sanur-bali,61dc582355d53d05e9ff5c5a,FALSE,FALSE,2023-06-30 14:24:05.641000 UTC,2023-06-30 14:18:48.994000 UTC,
BW1189552,2023-06-30,nuwara-eliya-to-ella,canceled,2023-07-01,12:10:00,2,online cancel - book away couldn’t confirm our request,,credit card,6239dc1b4ec2bb320f2f43e6,Ella Odyssey,37.91,0,ella-to-nuwara-eliya,6239dfb5e4a72f263ebe494e,TRUE,FALSE,2023-06-30 10:23:03.192000 UTC,,
BW1190404,2023-06-30,liberia-to-san-jose,canceled,2023-07-01,9:00:00,2,,missing_info_from_client,paypal,5fac0a059f0a330001df8123,RideCR,102.78,0,liberia-to-san-jose,619f50ee522b01b60b7f443e,TRUE,FALSE,,,2023-06-30 17:04:18.712000 UTC
BW1190476,2023-06-30,san-jose-to-rivas-1,canceled,2023-07-03,6:00:00,3,,fully_booked,credit card,6139daa6d8d1dc0001e77fb2,Nica Expreso,98.71,0,rivas-1-to-san-jose,6139df2229ff41a69f7f867b,FALSE,FALSE,,,2023-06-30 15:45:39.136000 UTC
BW1188698,2023-06-30,san-jose-to-managua,canceled,2023-07-14,6:00:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,6139daa6d8d1dc0001e77fb2,Nica Expreso,34.17,22.31,managua-to-san-jose,6139e59529ff411762882314,FALSE,FALSE,2023-07-12 07:02:16.598000 UTC,2023-06-29 22:55:50.613000 UTC,
BW1190303,2023-06-30,manuel-antonio-to-san-jose,canceled,2023-07-03,8:00:00,2,online cancel - My plans changed,,credit card,615c09f57be4560001cfd20a,Paradise Shuttle Costa Rica,68.91,0,manuel-antonio-to-san-jose,615c1946ebc6ecfd528de679,TRUE,TRUE,2023-06-30 14:22:34.345000 UTC,2023-06-30 14:11:45.570000 UTC,
BW1188605,2023-06-30,san-jose-to-la-fortuna,canceled,2023-07-01,15:15:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,615c09f57be4560001cfd20a,Paradise Shuttle Costa Rica,75.86,0,la-fortuna-to-san-jose,615c1b180925f3d33570b72a,TRUE,TRUE,2023-06-30 22:22:00.313000 UTC,2023-06-29 21:14:19.671000 UTC,
BW1190767,2023-06-30,manuel-antonio-to-san-jose,canceled,2023-07-02,14:30:00,2,online cancel - My plans changed,,credit card,615c09f57be4560001cfd20a,Paradise Shuttle Costa Rica,68.9,0,manuel-antonio-to-san-jose,615c1ff20925f37b7577f0a4,TRUE,TRUE,2023-07-01 14:35:30.820000 UTC,2023-06-30 17:48:24.839000 UTC,
BW1188589,2023-06-30,la-fortuna-to-san-jose,canceled,2023-07-31,7:00:00,2,online cancel - My plans changed,,credit card,615c09f57be4560001cfd20a,Paradise Shuttle Costa Rica,75.86,0.04,la-fortuna-to-san-jose,615c203d541f7e07d67a0c27,TRUE,TRUE,2023-07-29 01:51:30.219000 UTC,2023-06-29 21:08:34.475000 UTC,
BW1189808,2023-06-30,podgorica-to-kotor,canceled,2023-07-02,0:00:00,1,online cancel - My plans changed,,credit card,5f201d32c1feb300017de262,Go Montenegro,78.21,0,kotor-to-podgorica,5f202fe330e8783d85475bab,TRUE,FALSE,2023-06-30 11:46:29.418000 UTC,,
BW1188615,2023-06-30,guatemala-city-to-san-salvador,canceled,2023-07-12,6:00:00,1,online cancel - My plans changed,,credit card,60767f5eb4414200015d8291,Transporte del Sol,29.5,19.45,guatemala-city-to-san-salvador,607684c62075325fecd9496a,FALSE,FALSE,2023-06-30 15:03:27.287000 UTC,2023-06-30 11:47:49.664000 UTC,
BW1190310,2023-06-30,puerto-viejo-de-talamanca-to-bocas-del-toro-1,canceled,2023-07-19,11:50:00,2,online cancel - My plans changed,,credit card,635a18ade9e310c75dc3fe78,Caribe Extreme,39.4,0,bocas-del-toro-1-to-puerto-viejo-de-talamanca,635b6c5b78c4581169bd42e9,TRUE,FALSE,2023-06-30 22:58:05.101000 UTC,2023-06-30 14:16:18.712000 UTC,
BW1188729,2023-06-30,puerto-viejo-de-talamanca-to-bocas-del-toro-1,canceled,2023-07-14,11:50:00,1,online cancel - My plans changed,,credit card,635a18ade9e310c75dc3fe78,Caribe Extreme,20.96,0,bocas-del-toro-1-to-puerto-viejo-de-talamanca,635b6c5b78c4581169bd42e9,TRUE,FALSE,2023-06-30 00:01:07.205000 UTC,2023-06-29 23:01:29.606000 UTC,
BW1189426,2023-06-30,cebu-to-bohol,canceled,2023-07-01,9:19:00,5,,fully_booked,credit card,5c6147b2967ae90001ca6702,OceanJet,166.76,0,bohol-to-cebu,5c614b18f754b7954230fc35,FALSE,FALSE,,,2023-06-30 09:17:56.407000 UTC
BW1189205,2023-06-30,cebu-to-bohol,canceled,2023-07-03,8:20:00,9,online cancel - My plans changed,,paypal,5c6147b2967ae90001ca6702,OceanJet,298.02,0,bohol-to-cebu,5c614b18f754b7954230fc35,FALSE,FALSE,2023-06-30 05:29:17.713000 UTC,,
BW1189355,2023-06-30,cebu-to-tagbilaran-city-bohol-island,canceled,2023-07-01,8:20:00,4,,fully_booked,credit card,5c6147b2967ae90001ca6702,OceanJet,133.78,0,cebu-to-tagbilaran-city-bohol-island,5cd27e69b65e42385a0dd558,FALSE,FALSE,,,2023-06-30 09:04:44.614000 UTC
BW1190718,2023-06-30,cebu-to-tagbilaran-city-bohol-island,approved,2023-07-01,10:40:00,2,,fully_booked,credit card,5c6147b2967ae90001ca6702,OceanJet,34.89,25.16,cebu-to-tagbilaran-city-bohol-island,5cd27e69b65e42385a0dd558,FALSE,FALSE,,2023-06-30 21:16:54.650000 UTC,2023-06-30 21:13:05.434000 UTC
BW1189008,2023-06-30,tagbilaran-city-bohol-island-to-cebu,canceled,2023-07-10,9:20:00,2,online cancel - My plans changed,,credit card,5c6147b2967ae90001ca6702,OceanJet,51.33,37.74,cebu-to-tagbilaran-city-bohol-island,5cd18b4cb65e4297b90d107a,FALSE,FALSE,2023-06-30 05:13:46.999000 UTC,2023-06-30 04:02:59.105000 UTC,
BW1190445,2023-06-30,cebu-to-moalboal-cebu,canceled,2023-07-07,13:30:00,2,online cancel - My plans changed,,credit card,5af4046753aecc000146e084,Cebu Trip Rent A Car,77.72,0.26,cebu-to-moalboal-cebu,5eaac908df3bae9a6228b196,TRUE,FALSE,2023-07-04 13:58:50.128000 UTC,2023-07-01 04:33:26.482000 UTC,
BW1003500,2023-04-15,hanoi-to-halong-bay,canceled,2023-04-16,7:00:00,1,,other,credit card,58ade0988424900008199252,AB Vietnam Travel,15.72,0,halong-bay-to-hanoi,5db846c135975f76024b964b,TRUE,FALSE,,,2023-04-16 02:01:14.216000 UTC
BW1003575,2023-04-15,split-to-dubrovnik,canceled,2023-06-19,7:30:00,10,online cancel - I’m looking for a different type of transportation,,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),592.9,8.15,dubrovnik-to-split,5b7972d279c7ae437308ffc6,TRUE,TRUE,2023-05-16 20:49:07.836000 UTC,2023-04-15 20:08:33.360000 UTC,
BW1001421,2023-04-15,dubrovnik-to-pomena-mljet-island,canceled,2023-06-02,15:00:00,2,online cancel - My plans changed,,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),54.46,0.06,dubrovnik-to-pomena-mljet-island,5b6211d9815c3957402d1cf3,TRUE,TRUE,2023-05-09 10:27:27.109000 UTC,2023-04-15 02:21:51.041000 UTC,
BW1002164,2023-04-15,split-to-hvar,canceled,2023-06-20,17:00:00,2,online cancel - My plans changed,,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),54.42,0,hvar-to-split,5b79711379c7ae6ba508ffc0,TRUE,TRUE,2023-06-12 20:44:01.802000 UTC,2023-04-15 07:49:35.959000 UTC,
BW1002299,2023-04-15,split-to-hvar,canceled,2023-06-27,11:45:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),54.44,5.53,hvar-to-split,5b79711379c7ae6ba508ffc0,TRUE,TRUE,2023-04-15 09:05:11.240000 UTC,2023-04-15 08:59:10.973000 UTC,
BW1001053,2023-04-15,dubrovnik-to-hvar,canceled,2023-05-25,16:15:00,2,online cancel - My plans changed,,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),113.71,2.09,dubrovnik-to-hvar,5b61dccd815c397f262d1c3b,TRUE,TRUE,2023-05-24 13:15:14.368000 UTC,2023-04-14 21:36:29.054000 UTC,
BW1002591,2023-04-15,pomena-mljet-island-to-split,canceled,2023-05-01,17:35:00,1,online cancel - My plans changed,,paypal,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),33,0.32,pomena-mljet-island-to-split,60478daa8d601ce8db7e635c,TRUE,TRUE,2023-04-20 19:30:01.913000 UTC,2023-04-15 11:29:17.500000 UTC,
BW1002394,2023-04-15,zadar-to-pula,canceled,2023-06-09,16:00:00,4,online cancel - My plans changed,,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),141.35,0,pula-to-zadar,60fd24fcdbb749c557de99e1,TRUE,TRUE,2023-05-26 13:37:09.174000 UTC,2023-04-15 09:41:01.134000 UTC,
BW1002561,2023-04-15,hanoi-to-ha-giang,canceled,2023-04-19,20:00:00,2,online cancel - My plans changed,,credit card,5b19fa33df3f6d0001d6b54a,Luxury Van Limousine,81.35,0.02,ha-giang-to-hanoi,62f884d56d6de23f51a0311b,TRUE,FALSE,2023-04-17 01:33:19.703000 UTC,2023-04-15 14:45:11.046000 UTC,
BW1002138,2023-04-15,pattaya-to-bangkok,canceled,2023-04-16,8:30:00,2,,fully_booked,credit card,5b028912b30fdb0001f3c689,Bangkok Taxi 24,58.26,0,bangkok-to-pattaya,5b0d8927e4ae39000130c0e0,TRUE,FALSE,,,2023-04-15 09:42:04.489000 UTC
BW1002277,2023-04-15,phuket-to-hua-hin,canceled,2023-04-16,13:00:00,1,online cancel - My plans changed,,paypal,5b028912b30fdb0001f3c689,Bangkok Taxi 24,290.73,0,hua-hin-to-phuket,616ebc84767f040ebd2079b2,TRUE,FALSE,2023-04-15 08:51:47.399000 UTC,,
BW1002468,2023-04-15,pattaya-to-bangkok,canceled,2023-04-16,8:30:00,4,,fully_booked,credit card,5b028912b30fdb0001f3c689,Bangkok Taxi 24,75.87,0,bangkok-to-pattaya,5b0d8cc3e4ae39000130c0e9,TRUE,FALSE,,,2023-04-15 12:08:24.678000 UTC
BW1002573,2023-04-15,koh-tao-to-phuket,canceled,2023-04-16,21:00:00,1,,fully_booked,credit card,5b068517df3f6d0001d6b4d1,Fame Tours & Services,42.26,0,koh-tao-to-phuket,5b0bdb5c803c1c0001ca2142,TRUE,FALSE,,,2023-04-15 12:12:52.082000 UTC
